sdc_dealno,date,targetName,acquirorName,URL_found,IdentifiableIntangibleassetsI,Goodwill,totalDealValueFromFiling,TotalIIAifreportedasaggreg,InProcessRD,valuePatents,TrademarksTradenamesBrand,Technology,Workforce,Noncompeteagreements,MaintenanceSupportContracts,CustomerRelationshipscontract,Contractcontractualrights,Cashacquired,Backlog,IntellectualProperty,RoyaltyAgreement,Other,tgt_cik,origACQcik,acq_cik,acq_cik2,acq_cik3,acq_cik4,acq_cik5,RA,Notes,source,url10s_1,TargetCIK,AcquirerCIK,yearDeal,TargetIndustryGroup,AcquirorSICcode,ofOther,ofUnknown,bothGW_IIA_missing,fromRecent,hand_IIA,hand_GW,handChecked_2018
1037266,3/1/2001,Avis Group Holdings Inc,Cendant Corp,https://www.sec.gov/Archives/edgar/data/723612/000100547701500648/form-10q.txt,200,297,994,,,,,,,,,,,,,,,,,0000723612,,,,,,Alexey,,Pre2002collect,,,,2001,Services,6531,,,1,1,200,297,1
1037269,2/5/2001,Clearworks Net Inc,Eagle Wireless International,http://www.sec.gov/Archives/edgar/data/1023139/0000912057-01-509064.txt,0,67.765,109.389526,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,1087328,0001023139,2001,Services,3669,,,0,0,,,0
1039112,11/30/2000,PepsiAmerica Inc,Whitman Corp,https://www.sec.gov/Archives/edgar/data/1084230/000108423001000005/0001084230-01-000005-0001.txt,0,348.1,603.4,,,,,,,,,,,,,,,,,,0000049573,0001084230,,,,,,Pre2002collect,,,,2000,Manufacturing,2086,51.34,,1,1,0,348.1,1
1040079,10/31/2000,Miller Building Systems Inc,Coachmen Industries Inc,https://www.sec.gov/Archives/edgar/data/21212/000002121201500005/r10k-oo.txt,0,9.1,43.8,,,,,,,,,,,,,,,,,,0000021212,,,,,Allah,,Pre2002collect,,,,2000,Manufacturing,1521,3.34,,0,1,,,0
1040498,10/25/2000,Nogatech Inc,Zoran Corp,https://www.sec.gov/Archives/edgar/data/1003022/000091205700049841/a2030165z10-q.txt,15.1,104.7,162,,,,,,,,,,,,,,,,,,0001003022,,,,,Alexey,,Pre2002collect,,,,2000,Manufacturing,3674,,,1,1,15.1,104.7,1
1040715,10/25/2000,MMC Networks Inc,Applied Micro Circuits Corp,http://www.sec.gov/Archives/edgar/data/711065/0000898430-01-000639.txt,4305.386,0,4549.851,4305386000,176.7,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001044660,0000711065,2000,Manufacturing,3674,,,0,0,,,0
1040755,10/17/2000,Getthere.Com Inc,Sabre Holdings Corp,http://www.sec.gov/Archives/edgar/data/1020265/0000912057-01-006966.txt,688,0,781,688000000,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001094202,0001020265,2000,Services,7372,,,0,0,,,0
1041237,1/24/2001,Washington Homes Inc,Hovnanian Enterprises Inc,http://www.sec.gov/Archives/edgar/data/357294/0000357294-01-500010.txt,12.794,0,87.40000000000001,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000104834,0000357294,2001,Manufacturing,1531,38.18,61.82,0,0,,,0
1041905,6/19/2001,Einstein/Noah Bagel Corp,New World Coffee-Manhattan,https://www.sec.gov/Archives/edgar/data/949373/000100944801500045/0001009448-01-500045.txt,42,56.551722,167.305373,,,,42,,,,,,,,,,,,,,0000949373,,,,,Lincel,,Pre2002collect,,,,2001,Trade,5812,15.79,,0,1,,,0
1042368,10/16/2000,Splash Technology Holdings Inc,EFI,https://www.sec.gov/Archives/edgar/data/867374/000095000501000411/0000950005-01-000411-0001.txt,44.3,53.275,159.66,,20.3,,5.5,18.5,,,,,,,,,,,,0000867374,,,,,,Alexey,,Pre2002collect,,,,2000,Manufacturing,3577,,,0,1,,,0
1042471,1/16/2001,Videonics Inc,FOCUS Enhancements Inc,http://www.sec.gov/Archives/edgar/data/884719/0000950005-01-000426.txt,3.468,5.413,9.132999999999999,,.505,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000932113,0000884719,2001,Manufacturing,7812,,,0,0,,,0
1042833,7/1/2001,Intermedia Communications Inc,WorldCom Inc,https://www.sec.gov/Archives/edgar/data/723527/000100547701502009/d01-35105.txt,67,5000,5800,,,,,,,,,67,,,,,,,,0000723527,,,,,,Allah,,Pre2002collect,,,,2001,Services,4813,72.23,,0,1,,,0
1043396,10/23/2000,Engineering Animation Inc,Unigraphics Solutions Inc,https://www.sec.gov/Archives/edgar/data/1055246/000093066101000766/0000930661-01-000766-0001.txt,24.154,125.635,193.544,,24.154,,,,,,,,,,,,,,,,0001055246,,,,,Alexey,,Pre2002collect,,,,2000,Manufacturing,7372,,,0,1,,,0
1044267,12/8/2000,Agritope Inc,Exelixis Inc,https://www.sec.gov/Archives/edgar/data/939767/000093976701500016/body10k.htm,43.228,53.823,93.491,,38.117,3.697,,.456,.958,,,,,,,,,,,,0000939767,,,,,Alexey,,Pre2002collect,,,,2000,Manufacturing,2836,,,0,1,,,0
1045086,12/14/2000,GelTex Pharmaceuticals Inc,Genzyme Corp,http://www.sec.gov/Archives/edgar/data/732485/000091205701506403/0000912057-01-506403.txt,583.157,449.634,1008.379,,118.048,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,1001425,0000732485,2000,Manufacturing,2836,,,0,0,,,0
1045800,11/17/2000,Fatbrain.com Inc,barnesandnoble.com Inc,https://www.sec.gov/Archives/edgar/data/1069665/000095012301003019/y47113e10-k405.txt,0,59.557,61.956,,,,,,,,,,,,,,,,,,0001069665,,,,,Alexey,,Pre2002collect,,,,2000,Trade,5942,,,0,1,,,0
1045807,10/18/2000,BeautiControl Cosmetics Inc,Tupperware Corp,https://www.sec.gov/Archives/edgar/data/1008654/000095014400013745/g65418e10-q.txt,0,0,57,,,,,,,,,,,,,,,,,,0001008654,,,,,Lincel,,Pre2002collect,,,,2000,Manufacturing,3089,,,0,1,,,0
1047049,12/7/2000,Cobalt Networks Inc,Sun Microsystems Inc,http://www.sec.gov/Archives/edgar/data/709519/0001095811-01-001355.txt,222.8,1690,2061,,70.8,,5.9,93.5,10.7,,,41.9,,,,,,,,,,,,,,,,2014 sample,,0001053355,0000709519,2000,Manufacturing,3577,,,0,0,,,0
1048128,3/9/2001,Hertz Corp,Ford Motor Co,https://www.sec.gov/Archives/edgar/data/37996/000003799601500010/0000037996-01-500010.txt,0,0,735,,,,,,,,,,,,,,,,,0000037996,,,,,,Lincel,,Pre2002collect,,,,2001,Services,3711,,,0,1,,,0
1049676,2/2/2001,@plan.inc,DoubleClick Inc,http://www.sec.gov/Archives/edgar/data/1049480/000095011701500379/0000950117-01-500379.txt,0,78.09999999999999,104.3,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,, 0001049480,2001,Services,7375,,,0,0,,,0
1051501,1/30/2001,WLR Foods Inc,Pilgrim's Pride Corp,https://www.sec.gov/Archives/edgar/data/802481/000080248101500010/final-033101.txt,0,0,239.539,,,,,,,,,,,,,,,,,,0001292215,0001528299,0000802481,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,2015,16.26,,1,1,0,0,1
1052062,12/1/2000,Rainforest Cafe Inc,Landry's Seafood Restaurants,https://www.sec.gov/Archives/edgar/data/908652/000089924301000820/0000899243-01-000820-0001.txt,0,0,79.40600000000001,,,,,,,,,,,,,,,,,,0000908652,,,,,Alexey,,Pre2002collect,,,,2000,Trade,5812,,,1,1,0,0,1
1052082,2/15/2001,Logio Corp,Pacific WebWorks Inc,https://www.sec.gov/Archives/edgar/data/1086303/000102317501500134/pweb10q.txt,0,1.855388,2.45,,,,,,,,,,,,,,,,,,0001086303,,,,,Allah,,Pre2002collect,,,,2001,Services,7372,,,0,1,,,0
1052849,12/7/2000,CapRock Communications Corp,McLeodUSA Inc,https://www.sec.gov/Archives/edgar/data/919943/000092838501000952/0000928385-01-000952-0001.txt,0,231,579,,,,,,,,,,,,,,,,,0000919943,,,,,,Alexey,,Pre2002collect,,,,2000,Services,4813,63,,1,1,0,231,1
1053324,2/1/2001,Bowlin Outdoor Advtg & Travel,Lamar Advertising Co,http://www.sec.gov/Archives/edgar/data/1090425/0000950134-01-501737.txt,23.889,9.218,44.1,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001020898,0001090425,2001,Services,7312,34.82,,0,0,,,0
1053417,1/23/2001,Integ Inc,Inverness Medical Tech Inc,https://www.sec.gov/Archives/edgar/data/915901/000091205701516133/a2048392z10-q.txt,55.6,14.757,70.68000000000001,,55.6,,,,,,,,,,,,,,,,0000915901,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,3841,,,0,1,,,0
1053459,4/2/2001,Quantum HDD(Quantum Corp),Maxtor Corp,http://www.sec.gov/Archives/edgar/data/711039/000089161801501751/f74836a1e10-qa.htm,423.8,716,1269.4,,94.7,,,286.1,43,,,,,315300000,,,,,,,,,,,,,,2014 sample,,,0000711039,2001,Manufacturing,3572,,,0,0,,,0
1055858,1/3/2001,Molecular Biosystems Inc,Alliance Pharmaceutical Corp,http://www.sec.gov/Archives/edgar/data/736994/000091205701515590/a2048896z10-q.htm,5.036,0,11.126,,,,,5.036,,,,,,,,,,,,,,,,,,,,2014 sample,,719598, 0000736994,2001,Manufacturing,2834,,,0,0,,,0
1055913,11/28/2000,Cerprobe Corporation,Kulicke & Soffa Industries Inc,http://www.sec.gov/Archives/edgar/data/56978/0000893220-01-000160.txt,92.095,104.864,193.496,,11.295,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000725259,0000056978,2000,Manufacturing,3674,,,0,0,,,0
1056250,11/27/2000,Specialty Equipment Cos Inc,United Technologies Corp,https://www.sec.gov/Archives/edgar/data/101829/000010182901000002/0000101829-01-000002.txt,0,354,708,,,,,,,,,,,,,,,,,0000101829,,,,,,Alexey,,Pre2002collect,,,,2000,Manufacturing,3724,13.81,,1,1,0,354,1
1056683,12/22/2000,Coulter Pharmaceuticals Inc,Corixa Corp,https://www.sec.gov/Archives/edgar/data/1042561/000109581101001970/v70699e10-k.txt,649,204.6,917.1,,629.7,,,,,,,,,,,,,19300000,,0001042561,,,,,,Alexey,,Pre2002collect,,,,2000,Manufacturing,2836,,,0,1,,,0
1057642,4/27/2001,Quorum Health Group Inc,Triad Hospitals Inc,http://www.sec.gov/Archives/edgar/data/1074771/0000930661-01-501602.txt,1019.5,0,2386.4,1019500000,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000854694,0001074771,2001,Services,8062,,,0,0,,,0
1058003,12/18/2000,Health Systems Design Corp,Perot Systems Corp,http://www.sec.gov/Archives/edgar/data/894253/0000950134-01-001978.txt,0,10.762,13.545,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0001005697,0000894253,2000,Services,7374,,,0,0,,,0
1058519,11/10/2000,Value America Inc,Merisel Inc,http://www.sec.gov/Archives/edgar/data/724941/000072494101000009/0000724941-01-000009.txt,0,0,2.375,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,, 0000724941,2000,Trade,5045,,100,1,0,,,0
1059234,1/18/2001,Bluestone Software Inc,Hewlett-Packard Co,https://www.sec.gov/Archives/edgar/data/47217/000091205701007696/a2040165z10-q.txt,19,345,528,,19,,,,,,,,,,,,,,,0000047217,,,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,3571,,,0,1,,,0
1062372,1/18/2001,Telecom Technologies Inc,Sonus Networks Inc,http://www.sec.gov/Archives/edgar/data/1105472/000091205701515628/a2046307z10-q.txt,94.90000000000001,424.918,526.13,,40,,,,32.3,,,,,,,,,22600000,,,,,,,,,,2014 sample,,,0001105472,2001,Manufacturing,7373,28,,0,0,,,0
1062676,2/21/2001,E-Trend Networks Inc,Cool Entertainment Inc,https://www.sec.gov/Archives/edgar/data/1081823/000094935301500102/form10qsb-033101.txt,0,0,.306789,,,,,,,,,,,,,,,,,,0001081823,,,,,Allah,,Pre2002collect,,,,2001,Services,7375,,,1,1,,,0
1063024,1/3/2001,Equinox Systems Inc,Avocent Corp,https://www.sec.gov/Archives/edgar/data/1109808/000091205701515158/a2048998z10-q.htm,16.8,19.328,70.642,,4.57,,1.68,6.25,1.8,,,2.5,,,,,,,,,0001109808,,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,3577,,,0,1,,,0
1063500,7/2/2001,Bristol Retail Solutions Inc,Registry Magic Inc,http://www.sec.gov/Archives/edgar/data/1022959/000116169701500006/0001161697-01-500006.txt,2,11.963612,11.877069,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,1016657,0001022959,2001,Manufacturing,7372,,,0,0,,,0
1064612,2/12/2001,American Freightways Corp,FEDEX Corp,http://www.sec.gov/Archives/edgar/data/1048911/0000912057-01-508587.txt,0,600,978,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000846729,0001048911,2001,Services,4513,20.4,,0,0,,,0
1064703,2/15/2001,Active Voice Corp,Cisco Systems Inc,https://www.sec.gov/Archives/edgar/data/858877/000089161801500994/f73006e10-q.txt,37,250,266,,37,,,,,,,,,,,,,,,0000858877,,,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,3577,,,0,1,,,0
1064738,3/14/2002,Willamette Industries Inc,Weyerhaeuser Co,http://www.sec.gov/Archives/edgar/data/106535/000010653502000009/0000106535-02-000009.txt,0,1652,7900,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,107189, 0000106535 ,2002,Natural Resources,811,21.64,,0,0,,,0
1065382,2/15/2001,MicroTouch Systems Inc,3M Co,https://www.sec.gov/Archives/edgar/data/66740/000089710101500224/mn-mining011238_10q.txt,119,119,158,,,,,,,,,,,,,,,,,0000066740,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,3291,,,1,1,119,119,1
1067133,3/5/2001,DemandStar.com Inc,Onvia.com Inc,http://www.sec.gov/Archives/edgar/data/1100917/0001032210-01-500181.txt,0,14.93,20.4,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,1101290,0001100917,2001,Services,7389,,,0,0,,,0
1067196,4/16/2001,AG-Chem Equipment Co Inc,AGCO Corp,http://www.sec.gov/Archives/edgar/data/880266/0000950144-01-505858.txt,73.05,73.05,247.2,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000935503,0000880266,2001,Manufacturing,3523,,,1,0,73.05,73.05,1
1068238,1/5/2001,Objective Systems Integrators,Agilent Technologies Inc,https://www.sec.gov/Archives/edgar/data/1090872/000109581101001637/f70442e10-q.txt,0,577,684,,,,,,,,,,,,,,,,,0001090872,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,3826,,,0,1,,,0
1070584,9/28/2001,IBP inc,Tyson Foods Inc,https://www.sec.gov/Archives/edgar/data/100493/000010049302000005/form10q_122901.htm,0,0,4600,,,,,,,,,,,,,,,,,0000100493,,,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,2015,35.44,38.21,0,1,,,0
1072579,2/1/2001,Musicland Stores Corp,Best Buy Co Inc,http://www.sec.gov/Archives/edgar/data/764478/000091205701518254/a2049390z10-k.htm,0,331.561,696.3,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000832995,0000764478,2001,Trade,5731,,,1,0,0,331.561,1
1073407,3/1/2001,About.com Inc,PRIMEDIA Inc,https://www.sec.gov/Archives/edgar/data/884382/000091205701515918/0000912057-01-515918.txt,0,482.505,712.4829999999999,,,,,,,,,,,100493000,,,,,,0000884382,,,,,,Lincel,,Pre2002collect,,,,2001,Services,2721,,,0,1,,,0
1075621,4/19/2001,3Dfx Interactive Inc,NVIDIA Corp,http://www.sec.gov/Archives/edgar/data/1045810/0001012870-01-501827.txt,14.52,57.208,74.161,,,11.51,,,3.01,,,,,,,,,,,,,,,,,,,2014 sample,,0001010026,0001045810,2001,Manufacturing,3674,,,0,0,,,0
1076932,3/27/2001,Silicon Gaming Inc,International Game Technology,http://www.sec.gov/Archives/edgar/data/353944/000035394401500007/0000353944-01-500007.txt,33.7,0,34,,,33.7,,,,,,,,2800000,,,,,,,,,,,,,,2014 sample,,1013170,0000353944,2001,Manufacturing,3999,,,0,0,,,0
1076965,2/9/2001,Marine Transport Corp,Crowley Maritime Corp,http://www.sec.gov/Archives/edgar/data/1130194/000095012302005864/0000950123-02-005864.txt,0,50.752,49.13,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,732780, 0001130194,2001,Services,4491,,,0,0,,,0
1077367,5/30/2001,Litton Industries Inc,Northrop Grumman Corp,https://www.sec.gov/Archives/edgar/data/1133421/000102140801504756/d10q.htm,469,3186,5200,,,,,,,,,,,,,,,,,0001133421,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,3812,25.2,,1,1,469,3186,1
1077390,4/18/2001,Telocity Delaware Inc,Hughes Electronics Corp,http://www.sec.gov/Archives/edgar/data/944868/000101706201500814/0001017062-01-500814.txt,0,201.2,197.8,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,, 0000944868,2001,Services,4899,,,1,0,0,201.2,1
1080048,2/20/2001,TravelNow.com Inc,Hotel Reservations Network Inc,http://www.sec.gov/Archives/edgar/data/1098322/000095013401501559/d87128e10-q.txt,0,47.5,47.5,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,1073672,0001098322,2001,Services,4724,,,0,0,,,0
1080793,3/28/2001,Prime Response Inc,Chordiant Software Inc,http://www.sec.gov/Archives/edgar/data/1042134/000104213401500004/body10q033101.htm,9.723000000000001,15.222,46.511,,1.486,,.982,4.515,2.74,,,,,,,,,,,,,,,,,,,2014 sample,,0001096839,0001042134,2001,Manufacturing,7372,,,0,0,,,0
1082557,3/13/2001,Xircom Inc,Intel Corp,https://www.sec.gov/Archives/edgar/data/50863/000005086301500101/q20110qt.htm,0,530,553,,53,,,,,,,,,,,,,,,0000050863,,,,,,Alexey,,Pre2002collect,,,,2001,Services,3674,,,0,1,,,0
1082845,3/20/2001,Allaire Corp,Macromedia Inc,http://www.sec.gov/Archives/edgar/data/913949/000089161801501131/f71409e10-k.htm,81,283.994,428.012,,18,,5,34,24,,,,,,,,,,,,,,,,,,,2014 sample,,0001016139,0000913949,2001,Manufacturing,7372,,,0,0,,,0
1082985,3/30/2001,WebTrends Corp,NetIQ Corp,https://www.sec.gov/Archives/edgar/data/1084827/000102140801500926/d10q.htm,976.551,890.7,1070.527,,2.7,,,,,,,,,,,,,,,0001084827,,,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1084662,4/30/2001,Centennial Technologies Inc,Solectron Corp,http://www.sec.gov/Archives/edgar/data/835541/000083554101500015/q310q.htm,0,55.4,64.5,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000919006,0000835541,2001,Manufacturing,3672,,,0,0,,,0
1085479,7/9/2001,Medical Resources Management,Emergent Group Inc,http://www.sec.gov/Archives/edgar/data/1021097/000100547701502005/0001005477-01-502005.txt,0,3.421,11.814,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,1039142, 0001021097,2001,Services,7352,,,0,0,,,0
1087788,6/27/2001,Sensory Science Corp,SONICBlue Inc,https://www.sec.gov/Archives/edgar/data/850519/000109581101504274/f74721e10-q.txt,8.300000000000001,13,20.5,,.9,,1.2,,1.1,,,5.1,,,,,,,,,0000850519,,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,3577,,,0,1,,,0
1088593,6/18/2001,Women.com Networks,iVillage Inc,http://www.sec.gov/Archives/edgar/data/1074767/0001125282-01-501625.txt,0,33.3,30.1,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0001084609,0001074767,2001,Services,7375,,,0,0,,,0
1157843,6/18/2001,New Era of Networks Inc,Sybase Inc,http://www.sec.gov/Archives/edgar/data/768262/0000950149-01-501234.txt,76.40000000000001,253.5,339.3,329900000,18.5,,,47.7,9,,,,,,,,,1200000,,,,,,,,,,2014 sample,,0001028339,0000768262,2001,Services,7372,,,0,0,,,0
1158612,7/2/2001,Blue Wave Systems Inc,Motorola Inc,http://www.sec.gov/Archives/edgar/data/68505/000091205701538597/a2062877z10-q.htm,114,0,125,114000000,21,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000949587,0000068505,2001,Manufacturing,3663,,,0,0,,,0
1158866,6/7/2001,Oshman's Sporting Goods Inc,Gart Sports Co,https://www.sec.gov/Archives/edgar/data/912262/000095013101503382/d10q.txt,13.669,65.938,109.691,,,,,,,,,,,,,,,13669000,,,0000912262,,,,,Allah,,Pre2002collect,,,,2001,Trade,5941,,,0,1,,,0
1158926,4/12/2001,Quintus Corp,Avaya Inc,https://www.sec.gov/Archives/edgar/data/1116521/000091205701528522/a2056899z10-q.txt,13,3,29,,1,,,9,,,,,,10000000,,,,3000000,,,0001116521,,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,4813,50.85,,0,1,,,0
1160514,5/8/2001,Xenometrix Inc,Discovery Partners,https://www.sec.gov/Archives/edgar/data/1113148/000109581101503940/a74675e10-q.htm,2.442995,0,2.479984,,,2.442995,,,,,,,,,,,,,,,0001113148,0000894736,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,2834,,,0,1,,,0
1160907,4/5/2001,Wasatch Interactive Learning,Plato Learning Inc,https://www.sec.gov/Archives/edgar/data/893965/000095012401501852/c63292e10-q.htm,0,17.73,12,,,,,,,,,,,,,,,,,,0000893965,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1162761,2/22/2001,CrediTrust Corp,NCO Portfolio Management Inc,http://www.sec.gov/Archives/edgar/data/1134971/000095011601500190/0000950116-01-500190.txt,0,0,29.2,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,, 0001134971,2001,Services,7322,,,1,0,,,0
1163181,6/21/2001,Data Dimensions Inc,Lionbridge Technologies Inc,https://www.sec.gov/Archives/edgar/data/1058299/000092701601502452/d10q.txt,0,6063,14376,,,,,,,,,,,,,,,,,,0001058299,,,,,Alexey,,Pre2002collect,,,,2001,Services,7379,,,0,1,,,0
1163502,5/24/2001,United Dominion Industries Ltd,SPX Corp,http://www.sec.gov/Archives/edgar/data/88205/0001021408-01-504522.txt,256.7,1102.2,1066.9,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000029590,0000088205,2001,Manufacturing,3542,47.63,,0,0,,,0
1164071,7/10/2001,Cambridge Technology Partners,Novell Inc,https://www.sec.gov/Archives/edgar/data/758004/000102140801506755/0001021408-01-506755.txt,0,180.842,260.563,,,,,,,,,,,72358000,,,,,0000895462,0000758004,,,,,,Lincel,,Pre2002collect,,,,2001,Services,7372,,,0,1,,,0
1164407,6/7/2001,VitalCom Inc,Data Critical Corp,https://www.sec.gov/Archives/edgar/data/941775/000103221001501042/d10q.txt,6.62,.777,15.073,,2.8,,,3,.82,,,,,,,,,,,,0000941775,,,,,Alexey,,Pre2002collect,,,,2001,Services,3669,,,0,1,,,0
1164631,8/9/2001,Towne Services Inc,Private Business Inc,https://www.sec.gov/Archives/edgar/data/1069469/000095014401509174/g72546e10-q.txt,1.85,2.506,15.679,,,,,,,,,,,7792000,,,,,,,0001069469,,,,,,,Pre2002collect,,,,2001,Services,7372,,,0,1,,,0
1165889,5/31/2001,Intelispan Inc,McLeodUSA Inc,https://www.sec.gov/Archives/edgar/data/919943/000091205702014917/a2076630z10-k.htm,0,0,37.8,,,,,,,,,,,,,,,,,0000919943,,,,,,Allah,,Pre2002collect,,,,2001,Services,4813,,,1,1,,,0
1166683,6/4/2001,Huntway Refining Co,Valero Energy Corp,http://www.sec.gov/Archives/edgar/data/1035002/0000950134-01-505223.txt,0,0,75.325,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001053811,0001035002,2001,Natural Resources,2911,44.36,,0,0,,,0
1166686,5/1/2001,Sequoia Software Corp,Citrix Systems Inc,https://www.sec.gov/Archives/edgar/data/877890/000095014401505841/g70933e10-q.txt,49.2,122.6,187.1,,2.6,,,29.4,,,,,,,,,,17200000,,0000877890,,,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1167498,6/19/2001,CUseeMe Networks Inc,First Virtual Communications,https://www.sec.gov/Archives/edgar/data/920317/000110465901502009/j1529_10q.htm,8.359999999999999,5.824,22.719,,.276,,.661,5.918,1.505,,,,,,,,,,,,0000920317,,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1167905,6/11/2001,C-Cube Microsystems Inc,LSI Logic Corp,https://www.sec.gov/Archives/edgar/data/703360/000089161801501746/f75169e10-q.txt,208,572.12,893.708,,77.5,,20.5,74,36,,,,,,,,,,,0000703360,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,3674,,,0,1,,,0
1169662,5/25/2001,USA Detergents Inc,Church & Dwight Co Inc,https://www.sec.gov/Archives/edgar/data/313927/000031392701500011/f8ka-rev.txt,0,93.559,112.027,,,,,,,,,,,,,,,,,,0000313927,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,2841,,,0,1,,,0
1170856,11/2/2001,General Semiconductor Inc,Vishay Intertechnology Inc,https://www.sec.gov/Archives/edgar/data/103730/000092242302000372/kl03038_form10k.txt,87.337,692.117,554.846,,16,,35,36.337,,,,,,,,,,,,0000103730,,,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,3676,25.76,,0,1,,,0
1171207,8/24/2001,DTM Corp,3D Systems Corp,http://www.sec.gov/Archives/edgar/data/910638/000110465901503008/j2335_10q.htm,11.9,31.092,48.5,,,2.8,,9.1,,,,,,,,,,,,,,,,,,,,2014 sample,,0001014552,0000910638,2001,Manufacturing,7372,,,0,0,,,0
1171759,12/21/2001,Dean Foods Co,Suiza Foods Corp,http://www.sec.gov/Archives/edgar/data/931336/000095013402003133/0000950134-02-003133.txt,236.978,1515.267,1740.589,,,,206.5,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,931336,0000931336 ,2001,Manufacturing,5143,40.73,,0,0,,,0
1172300,2/8/2002,Capsule Communications Inc,Covista Communications Inc,http://www.sec.gov/Archives/edgar/data/34497/0001026777-02-000032.txt,4.19,8.20585,12.972127,,,,,,,,,1.664,,,,,,2526000,,,,,,,,,,2014 sample,,0001113227,0000034497,2002,Services,4813,,,0,0,,,0
1172319,6/29/2001,Broadbase Software Inc,Kana Communications Inc,https://www.sec.gov/Archives/edgar/data/1089907/000101287001501629/d10q.txt,0,-.009446,99.17100000000001,,,,,,,,,,,,,,,,,,0001089907,,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1172980,8/15/2001,Autoweb.com Inc,Autobytel.com Inc,https://www.sec.gov/Archives/edgar/data/1023364/000089256901501056/a76857e10-q.htm,0,10.399,17.281,,,,,,,,,,,8647000,,,,,,,0001023364,0001252785,,,,Allah,,Pre2002collect,,,,2001,Services,7375,,,0,1,,,0
1172987,7/2/2001,Ravenswood Winery Inc,Constellation Brands Inc,https://www.sec.gov/Archives/edgar/data/16918/000001691801500025/q2document.txt,0,122.6,151.3,,,,,,,,,,,,,,,,,0000016918,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,2084,,,0,1,,,0
1178220,7/12/2001,Aronex Pharmaceuticals Inc,Antigenics Inc,https://www.sec.gov/Archives/edgar/data/1098972/000095011701501584/0000950117-01-501584.txt,37,0,31.161,,32.4,,,,,,,,,,,,,,,,0000785189,0001098972,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,2836,,,0,1,,,0
1179028,6/30/2001,Focal Inc,Genzyme Corp,https://www.sec.gov/Archives/edgar/data/732485/000091205701528295/0000912057-01-528295.txt,7.909,.615,15.938,,,,,,,,,,,,,,,,,0000732485,,,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,2836,,,0,1,,,0
