sdc_dealno,date,targetName,acquirorName,URL_found,IdentifiableIntangibleassetsI,Goodwill,totalDealValueFromFiling,TotalIIAifreportedasaggreg,InProcessRD,valuePatents,TrademarksTradenamesBrand,Technology,Workforce,Noncompeteagreements,MaintenanceSupportContracts,CustomerRelationshipscontract,Contractcontractualrights,Cashacquired,Backlog,IntellectualProperty,RoyaltyAgreement,Other,tgt_cik,origACQcik,acq_cik,acq_cik2,acq_cik3,acq_cik4,acq_cik5,RA,Notes,source,url10s_1,TargetCIK,AcquirerCIK,yearDeal,TargetIndustryGroup,AcquirorSICcode,ofOther,ofUnknown,bothGW_IIA_missing,fromRecent,hand_IIA,hand_GW,handChecked_2018
614960,1/24/1997,Square Industries Inc,Central Parking Corp,http://www.sec.gov/Archives/edgar/data/949298/0000949298-97-000020.txt,0,27.8,54.8,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000093134,0000949298,1997,Services,7521,32.17,,0,0,,,0
616269,1/27/1997,Tylan General Inc,Millipore Corp,http://www.sec.gov/Archives/edgar/data/66479/0000066479-97-000012.txt,132.133,0,194.371,,114.091,,,,,,,,,,,,,18042000,,,,,,,,,,2014 sample,,0000894776,0000066479,1997,Manufacturing,3826,11.51,88.48999999999999,0,0,,,0
618244,3/11/1997,New Image Industries Inc,DENTSPLY International Inc,http://www.sec.gov/Archives/edgar/data/818479/0000818479-97-000007.txt,26.4,0,12,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000853706,0000818479,1997,Manufacturing,3843,,,0,0,,,0
622429,6/2/1997,Somatix Therapy Corp,Cell Genesys Inc,http://www.sec.gov/Archives/edgar/data/865231/0000929624-97-001026.txt,72.77,0,70.90000000000001,,72.27,,,,.5,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000791925,0000865231,1997,Manufacturing,8071,,,0,0,,,0
622697,10/1/1997,Health Management Inc,Transworld Healthcare Inc,https://www.sec.gov/Archives/edgar/data/890634/0000950136-97-001870.txt,0,0,60,,,,,,,,,,,,,,,,,,0000890634,,,,,Lincel,,Pre2002collect,,,,1997,Trade,8082,90.91,,0,1,,,0
624787,6/9/1997,Dynamotion/ATI Corp,Electro Scientific Inds Inc,http://www.sec.gov/Archives/edgar/data/726514/0000912057-97-028562.txt,9,2.361,11.95,,9,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000850808,0000726514,1997,Manufacturing,3679,,,0,0,,,0
630597,3/7/1997,Measurex Corp,Honeywell Inc,http://www.sec.gov/Archives/edgar/data/48305/0000048305-97-000006.txt,0,475,600,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000751190,0000048305,1997,Manufacturing,3822,,,0,0,,,0
630611,7/24/1997,Cardiometrics Inc,EndoSonics Corp,https://www.sec.gov/Archives/edgar/data/883420/0000891618-98-001490.txt,48.9,1.797,73.41800000000001,,43,,,5.2,,,,,,,,,,700000,,,0000883420,,,,,Allah,,Pre2002collect,,,,1997,Manufacturing,3845,13.7,,0,1,,,0
633040,5/21/1997,Calgene Inc(Monsanto Co),Monsanto Co,https://www.sec.gov/Archives/edgar/data/67686/0000950114-97-000363.txt,72,0,254,,72,,,,,,,,,,,,,,,0000067686,,,,,,Allah,,Pre2002collect,,,,1997,Natural Resources,2879,,100,0,1,,,0
634142,3/10/1997,Kysor Industrial Corp,Scotsman Industries Inc,https://www.sec.gov/Archives/edgar/data/846660/0000895813-97-000128.txt,0,192,345,,,,,,,,,,,,,,,,,,0000846660,,,,,Lincel,,Pre2002collect,,,,1997,Manufacturing,3585,8.35,,0,1,,,0
636281,7/10/1997,Source Scientific Inc,Boston Biomedica Inc,http://www.sec.gov/Archives/edgar/data/830656/0000830656-97-000004.txt,0,2.202,1.994,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,312835,0000830656,1997,Manufacturing,2835,,,0,0,,,0
647220,6/27/1997,Audio King Corp,Ultimate Electronics Inc,https://www.sec.gov/Archives/edgar/data/911626/0000912057-97-030815.txt,0,2.3,13.5,,,,,,,,,,,,,,,,,,0000911626,,,,,Alexey,,Pre2002collect,,,,1997,Trade,5731,,,0,1,,,0
649477,6/28/1997,Marquest Medical Products Inc,Vital Signs Inc,http://www.sec.gov/Archives/edgar/data/865846/0000905718-97-000340.txt,0,15,23.5,,2.5,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000719497,0000865846,1997,Manufacturing,3841,,,0,0,,,0
651609,5/7/1997,Foodbrands America Inc,IBP inc,http://www.sec.gov/Archives/edgar/data/52477/0000052477-97-000008.txt,0,271,287,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000938348,0000052477,1997,Manufacturing,2011,53.23,,0,0,,,0
655417,7/21/1997,Tambrands Inc,Procter & Gamble Co,https://www.sec.gov/Archives/edgar/data/80424/0000080424-97-000062.txt,0,0,1850,,,,,,,,,,,,,,,,,0000080424,,,,,,Lincel,,Pre2002collect,,,,1997,Manufacturing,2841,7.49,,0,1,,,0
655768,6/26/1997,Microcom Inc,Compaq Computer Corp,https://www.sec.gov/Archives/edgar/data/714154/0000714154-97-000025.txt,266,0,288,,208,,,58,,,,,,,,,,,,0000714154,,,,,,Alexey,,Pre2002collect,,,,1997,Manufacturing,3571,,,0,1,,,0
657094,6/10/1997,National Education Corp,Harcourt General Inc,https://www.sec.gov/Archives/edgar/data/40493/0000950135-98-000292.txt,174,730.6,854.4,,174,,,,,,,,,,,,,,,,0000040493,,,,,Allah,,Pre2002collect,,,,1997,Services,2731,,,0,1,,,0
657687,1/30/1998,Steck-Vaughn Publishing Corp,Harcourt General Inc,https://www.sec.gov/Archives/edgar/data/40493/0000040493-98-000006.txt,0,29.7,40.5,,,,,,,,,,,,,,,,,,0000040493,,,,,Alexey,,Pre2002collect,,,,1998,Services,2731,,,0,1,,,0
657948,5/28/1997,Goulds Pumps Inc,ITT Industries Inc,http://www.sec.gov/Archives/edgar/data/216228/0000950123-97-006829.txt,0,675,870,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000042791,0000216228,1997,Manufacturing,3714,12.91,,0,0,,,0
661435,8/1/1997,Cryenco Sciences Inc,Chart Industries Inc,http://www.sec.gov/Archives/edgar/data/892553/0000950152-97-007013.txt,0,14.3,20.721,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000798044,0000892553,1997,Manufacturing,3823,,,0,0,,,0
661990,7/25/1997,Varsity Spirit,Riddell Sports Inc,https://www.sec.gov/Archives/edgar/data/874786/0000874786-97-000013.txt,0,74.59999999999999,95.548,,,,,,,,,,,,,,,,,,0000874786,,,,,Alexey,,Pre2002collect,,,,1997,Manufacturing,3949,,,0,1,,,0
665682,10/6/1997,Palmer Wireless Inc,Price Communications Corp,http://www.sec.gov/Archives/edgar/data/355787/0000950130-98-000722.txt,437,0,486.4,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000919044,0000355787,1997,Services,4833,43.66,,1,0,437,0,1
666359,10/3/1997,BioWhittaker Inc,Cambrex Corp,http://www.sec.gov/Archives/edgar/data/820081/0000950123-98-002731.txt,55.59,47.859,133.437,,14,,,,,,,,,4557000,,,,41590000,,,,,,,,,,2014 sample,,0000879550,0000820081,1997,Manufacturing,2869,,,0,0,,,0
666489,7/3/1997,Fibreboard Corp,Owens Corning LLC,https://www.sec.gov/Archives/edgar/data/75234/0000075234-97-000018.txt,0,912,660,,,,,,,,,,,,,,,,0000833053,0001370946,0000075234,,,,,Alexey,,Pre2002collect,,,,1997,Manufacturing,3292,19.01,,0,1,,,0
668087,7/14/1997,DIGEX Inc,Intermedia Communications Inc,http://www.sec.gov/Archives/edgar/data/885067/0000950144-97-012228.txt,0,171.09,155,,60,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,,0000885067,1997,Services,4813,,,1,0,0,171.09,1
668496,10/14/1997,Telco Communications Group Inc,Excel Communications Inc,https://www.sec.gov/Archives/edgar/data/1045538/0001045538-98-000002.txt,0,906.6,666.2,,,,,,,,,,,,,,,,,,0001007323,0001045538,,,,Alexey,,Pre2002collect,,,,1997,Services,4813,,,0,1,,,0
669164,8/28/1997,NetFrame Systems Inc,Micron Electronics Inc,http://www.sec.gov/Archives/edgar/data/854460/0000854460-97-000007.txt,5.3,0,17.4,3900000,,,,.8,,,,,,,,,,600000,,,,,,,,,,2014 sample,,0000818456,0000854460,1997,Manufacturing,3571,,,0,0,,,0
669271,10/31/1997,Pacific Greystone Corp,Lennar Corp,https://www.sec.gov/Archives/edgar/data/58696/0000950170-98-000380.txt,0,45.8,216.1,,,,,,,,,,,,,,,,,0000920760,0000058696,,,,,Alexey,,Pre2002collect,,,,1997,Manufacturing,1521,,,0,1,,,0
670957,6/17/1997,Indepth Data,Dow Jones & Co Inc,http://www.sec.gov/Archives/edgar/data/29924/0000029924-97-000010.txt,0,0,23.5,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000816959,0000029924,1997,Services,2711,,,1,0,,,0
671401,8/15/1997,Advanced Logic Research Inc,Gateway 2000 Inc,https://www.sec.gov/Archives/edgar/data/895812/0000895812-97-000013.txt,58.6,0,196.4,,58.6,,,,,,,,,,,,,,,,0000895812,,,,,Lincel,,Pre2002collect,,,,1997,Manufacturing,5045,,,0,1,,,0
672596,11/25/1997,Cable Car Beverage,Triarc Cos Inc,https://www.sec.gov/Archives/edgar/data/30697/0000030697-98-000080.txt,11.11,20.17,40.8,,,,,,,,,,,,,,,,,0000030697,,,,,,Alexey,,Pre2002collect,,,,1997,Manufacturing,5812,,,1,1,11.11,20.17,1
675997,10/28/1997,Calnetics Corp,Summa Industries,http://www.sec.gov/Archives/edgar/data/62262/0001017062-98-000020.txt,0,13.721,31.192,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000277376,0000062262,1997,Manufacturing,3559,,,0,0,,,0
676740,10/21/1997,Rotech Medical Corp,Integrated Health Services Inc,https://www.sec.gov/Archives/edgar/data/785814/0001005150-98-000265.txt,0,506.6,506.6,,,,,,,,,,,,,,,,,,0000785814,,,,,Allah,,Pre2002collect,,,,1997,Services,8051,32.65,,0,1,,,0
678533,9/4/1997,Ply-Gem Industries Inc,Nortek Inc,http://www.sec.gov/Archives/edgar/data/72423/0000072423-97-000023.txt,0,227.9,420,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000079209,0000072423,1997,Manufacturing,3585,36.11,,1,0,0,227.9,1
679377,9/29/1997,Octel Communications Corp,Lucent Technologies Inc,https://www.sec.gov/Archives/edgar/data/1006240/0000950123-97-010554.txt,1131,181,1819,,945,,,186,,,,,,,,,,,,0001006240,,,,,,Alexey,,Pre2002collect,,,,1997,Manufacturing,4813,,,0,1,,,0
681283,12/16/1997,Box Worldwide Inc,TCI Music Inc,http://www.sec.gov/Archives/edgar/data/1040449/0000950148-98-000754.txt,28.912,0,35.809,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,803266, 0001040449,1997,Services,4899,100,,0,0,,,0
682135,9/15/1997,Nellcor Puritan-Bennett,Mallinckrodt Inc,https://www.sec.gov/Archives/edgar/data/51396/0000051396-97-000077.txt,925.4,678.9,1900,1201700000,,,,,,,,,,,,,,,,,0000061727,0000051396,,,,Alexey,,Pre2002collect,,,,1997,Manufacturing,2835,,,1,1,925.4,678.9,1
682170,12/2/1997,Rudy's Restaurant Group,Benihana Inc,https://www.sec.gov/Archives/edgar/data/935226/0000935226-98-000007.txt,0,13,20,,,,,,,,,,,,,,,,,,0000935226,,,,,Allah,,Pre2002collect,,,,1997,Trade,5812,,100,0,1,,,0
682872,10/8/1997,Regency Health Services Inc,Sun Healthcare Group Inc,http://www.sec.gov/Archives/edgar/data/904978/0001047469-98-003752.txt,0,422.6,575,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000865120,0000904978,1997,Services,8082,37.42,,0,0,,,0
686233,12/2/1997,Magnetic Technologies Corp,SPS Technologies Inc,http://www.sec.gov/Archives/edgar/data/93444/0000950116-98-000712.txt,0,8.699999999999999,14.4,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000015354,0000093444,1997,Manufacturing,3452,13.69,50.01,0,0,,,0
687700,9/17/1997,Isomedix Inc,Steris Corp,http://www.sec.gov/Archives/edgar/data/815065/0000950152-97-008040.txt,63,0,134.102,63000000,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000719522,0000815065,1997,Services,3842,,100,0,0,,,0
688048,12/5/1997,Uniforce Services Inc,COMFORCE Corp,http://www.sec.gov/Archives/edgar/data/6814/0001047469-98-013183.txt,85.614,0,93.565,85614000,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000740285,0000006814,1997,Services,8742,24.87,,0,0,,,0
688122,9/30/1997,PlanGraphics Inc,DCX Inc,http://www.sec.gov/Archives/edgar/data/783284/0001000096-98-000019.txt,0,5.517872,5.517872,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,783284, 0000783284,1997,Services,3679,,,0,0,,,0
688204,12/18/1997,Technology Service Group Inc,Elcotel Inc,http://www.sec.gov/Archives/edgar/data/801448/0000801448-98-000001.txt,7.53,23.225,35.605,,,,2.869,.419,1.372,,,2.023,,239000,,,,847000,,,,,,,,,,2014 sample,,1005274,0000801448,1997,Manufacturing,7379,,,0,0,,,0
691343,12/22/1997,Savannah Foods & Industries,Imperial Holly Corp,https://www.sec.gov/Archives/edgar/data/831327/0000950129-98-001969.txt,60.5908,242.3632,532.4,,,,,,,,,,,,,,,,,,0000831327,,,,,Allah,,Pre2002collect,,,,1997,Manufacturing,2062,,,1,1,60.5908,242.3632,1
691922,10/10/1997,Versa Technologies Inc,Applied Power Inc,http://www.sec.gov/Archives/edgar/data/6955/0000950131-98-000168.txt,0,97,141,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000320357,0000006955,1997,Manufacturing,3593,,,0,0,,,0
692378,12/18/1997,Sunrise Educational Services,Education Alternatives Inc,https://www.sec.gov/Archives/edgar/data/873601/0001047469-98-020641.txt,0,13.8,13.8,,,,,,,,,,,,,,,,,,0000873601,,,,,Allah,,Pre2002collect,,,,1997,Services,8741,,16.02,1,1,0,13.8,1
693585,12/31/1997,Fuqua Enterprises Inc,Graham-Field Health Products,https://www.sec.gov/Archives/edgar/data/709136/0000950123-98-003828.txt,3.3,134.9,163.19495352,,3.3,,,,,,,,,,,,,,,0000709136,,,,,,Lincel,,Pre2002collect,,,,1997,Manufacturing,5047,23.81,,0,1,,,0
693900,10/31/1997,Westbrae Natural Inc,Hain Food Group Inc,http://www.sec.gov/Archives/edgar/data/910406/0000910406-98-000001.txt,0,20.745,23.8,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000080418,0000910406,1997,Trade,5142,,,1,0,0,20.745,1
694402,12/22/1997,Fieldcrest Cannon Inc,Pillowtex Corp,https://www.sec.gov/Archives/edgar/data/896265/0001047469-98-013743.txt,193.811,0,535.222,,,,,,,,,,,,,,,,0000035469,0000896265,,,,,,Allah,,Pre2002collect,,,,1997,Manufacturing,2392,58.45,,0,1,,,0
695717,12/12/1997,Designer Holdings(New Rio LLC),Warnaco Group Inc,http://www.sec.gov/Archives/edgar/data/801351/0000950117-98-000728.txt,130,159,353.4,,,,,,,,,130,,55800000,,,,,,,,,,,,,,2014 sample,,1010472,0000801351 ,1997,Manufacturing,2342,,,0,0,,,0
696263,6/5/1998,American Radio Systems Corp,CBS Corp,https://www.sec.gov/Archives/edgar/data/106413/0000950128-98-000980.txt,0,1000,2700,,,,,,,,,,,,,,,,,,0000106413,0000813828,,,,Alexey,,Pre2002collect,,,,1998,Services,4833,40.96,,0,1,,,0
696276,1/16/1998,Sterling Electronics Corp,Marshall Industries,https://www.sec.gov/Archives/edgar/data/62765/0000898430-98-003191.txt,0,120.7,230,,,,,,,,,,,,,,,,,,0000062765,,,,,Allah,,Pre2002collect,,,,1998,Trade,5065,25.27,,0,1,,,0
698624,2/19/1998,Talley Industries Inc,Carpenter Technology Corp,http://www.sec.gov/Archives/edgar/data/17843/0000017843-98-000037.txt,0,67,187,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000096238,0000017843,1998,Manufacturing,3312,41.04,,0,0,,,0
699678,1/9/1998,Sportmart Inc,Gart Sports Co,http://www.sec.gov/Archives/edgar/data/912262/0000927356-99-000761.txt,19.261,0,36.982,,,,,,,,,,,,,,,19261000,,,,,,,,,,2014 sample,,890572, 0000912262,1998,Trade,5941,,,0,0,,,0
701477,3/20/1998,Orion Network Systems Inc,Loral Space & Communications,https://www.sec.gov/Archives/edgar/data/1006269/0000950123-98-003250.txt,0,385.84,467,,,,,,,,,,,70000000,,,,,,,0001006269,,,,,Allah,,Pre2002collect,,,,1998,Services,3663,,,1,1,0,385.84,1
702435,11/19/1997,Greenfield Industries Inc,Kennametal Inc,http://www.sec.gov/Archives/edgar/data/55242/0000055242-98-000001.txt,0,632.133,655.796,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000906419,0000055242,1997,Manufacturing,3545,22.37,77.63,0,0,,,0
702898,11/24/1997,Allergan Ligand Retinoid,Ligand Pharmaceuticals Inc,https://www.sec.gov/Archives/edgar/data/886163/0000936392-98-000525.txt,0,0,67.184,,64.97,,,,,,,,,,,,,,,0000886163,,,,,,Alexey,,Pre2002collect,,,,1997,Manufacturing,2836,,35.01,1,1,0,0,1
704700,12/30/1997,Shelter Components Corp,Kevco Inc,https://www.sec.gov/Archives/edgar/data/1021706/0000930661-98-000520.txt,0,81.59999999999999,144.8,,,,,,,,,,,,,,,,,,0001021706,,,,,Allah,,Pre2002collect,,,,1997,Trade,5031,,,0,1,,,0
706933,1/9/1998,Sequana Therapeutics,Arris Pharmaceuticals Corp,https://www.sec.gov/Archives/edgar/data/913056/0000891618-98-002479.txt,128.188,0,174.07,,124.888,,,,3.3,,,,,,,,,,,,0000913056,,,,,Lincel,,Pre2002collect,,,,1998,Manufacturing,2834,,,0,1,,,0
707053,3/12/1998,ILC Technology Inc,BEC Group Inc,http://www.sec.gov/Archives/edgar/data/1008114/0000950136-98-000679.txt,7,28.2,67.54300000000001,,7,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,719625,0001008114,1998,Manufacturing,3648,,,0,0,,,0
709556,10/1/1998,Marvel Entertainment Group Inc,Toy Biz Inc,http://www.sec.gov/Archives/edgar/data/933730/0000940180-99-000352.txt,0,483.874,446.905,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,, 0000933730,1998,Services,3942,,,0,0,,,0
709793,3/19/1998,Cowles Media Co Inc,McClatchy Newspapers Inc,http://www.sec.gov/Archives/edgar/data/1056087/0001056087-98-000008.txt,135.597,1038,1400,1173597000,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,1058682,0001056087,1998,Services,2711,6.69,,0,0,,,0
710480,3/10/1998,Shared Technologies Fairchild,Intermedia Communications Inc,https://www.sec.gov/Archives/edgar/data/885067/0000950144-98-005888.txt,85,0,769.3,,85,,,,,,,,,,,,,,,0000885067,,,,,,Allah,,Pre2002collect,,,,1998,Manufacturing,4813,54.41,,0,1,,,0
711146,2/27/1998,Amati Communications Corp,Texas Instruments Inc,https://www.sec.gov/Archives/edgar/data/1019285/0001047469-99-032246-index.html,42,0,91,,,,,,,,,,,,,,,,,0000097476,,,,,,Alexey,,Pre2002collect,,,,1998,Manufacturing,3674,,,1,1,42,0,1
712560,2/3/1998,Communications Central Inc,Davel Communications Inc,https://www.sec.gov/Archives/edgar/data/1072881/000095013199003369/0000950131-99-003369.txt,11.565,42.541,109.117,,,,,,,,,,,,,,,,,,0001072881,,,,,Allah,,Pre2002collect,,,,1998,Services,4899,35.55,64.45,0,1,,,0
712848,6/2/1998,Interstate Hotels Co,Wyndham International Inc,https://www.sec.gov/Archives/edgar/data/16343/0001047469-98-031757.txt,130.3,54.404,2086.812,,,,,,,,,,,,,,,,0001012624,0000715273,,,,,,Alexey,,Pre2002collect,,,,1998,Services,7011,38.43,,1,1,130.3,54.404,1
713118,4/23/1998,ACC Corp,Teleport Communications Group,https://www.sec.gov/Archives/edgar/data/1012099/0000950130-98-003973.txt,173.8434,695.3736,1100,,,,,,,,,,,,,,,,,,0001012099,,,,,Allah,,Pre2002collect,,,,1998,Services,4813,,,1,1,173.8434,695.3736,1
716858,1/20/1998,TriMas Corp,MascoTech Inc,https://www.sec.gov/Archives/edgar/data/745448/0000950124-98-001645.txt,0,0,920,,,,,,,,,,,,,,,,,0000745448,,,,,,Lincel,,Pre2002collect,,,,1998,Manufacturing,3714,,,0,1,,,0
717380,5/29/1998,Lukens Inc,Bethlehem Steel Corp,http://www.sec.gov/Archives/edgar/data/11860/0000011860-98-000017.txt,0,360,563.6,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000060860,0000011860,1998,Manufacturing,3312,35.7,,0,0,,,0
717401,9/10/1998,Timber Lodge Steakhouse Inc,Santa Barbara Restaurant Group,http://www.sec.gov/Archives/edgar/data/863483/0000892569-98-003188.txt,0,8.196,21.051,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000912287,863483,1998,Trade,5812,,,0,0,,,0
718317,1/23/1998,Suburban Ostomy Supply Co Inc,InvaCare Corp,http://www.sec.gov/Archives/edgar/data/742112/0000742112-98-000008.txt,0,99.438,131.826,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001016872,0000742112,1998,Trade,3842,,,1,0,0,99.438,1
719152,2/3/1998,Symetrics Industries Inc,Tel-Save Holdings Inc,https://www.sec.gov/Archives/edgar/data/948545/0001005150-98-000511.txt,21,0,26.8,,21,,,,,,,,,,,,,,,,0000948545,,,,,Alexey,,Pre2002collect,,,,1998,Manufacturing,4899,,100,0,1,,,0
719803,2/2/1998,Auric Corp,OM Group Inc,https://www.sec.gov/Archives/edgar/data/899723/0000950152-98-005654.txt,0,0,80,,,,,,,,,,,,,,,,,,0000899723,,,,,Alexey,,Pre2002collect,,,,1998,Manufacturing,2819,,,1,1,,,0
720116,6/30/1998,Boardwalk Casino Inc,Mirage Resorts Inc,https://www.sec.gov/Archives/edgar/data/42246/0000042246-98-000011.txt,0,0,112,,,,,,,,,,,,,,,,,,0000042246,,,,,Alexey,,Pre2002collect,,,,1998,Services,7011,,,1,1,,,0
722625,1/6/1998,Jalan Inc,HTE Inc,http://www.sec.gov/Archives/edgar/data/1010655/0000950170-98-000581.txt,0,0,1.723,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,,0001010655,1998,Manufacturing,7373,,,1,0,,,0
723326,4/1/1998,Schult Homes Corp,Oakwood Homes Corp,http://www.sec.gov/Archives/edgar/data/73609/0000950168-98-002717.txt,21.961,39.634,112.804,,,,,,15.961,,,6,,,,,,,,,,,,,,,,2014 sample,,0000803349,0000073609,1998,Manufacturing,1522,,,0,0,,,0
726229,6/1/1998,Continental Can Co Inc,Suiza Foods Corp,https://www.sec.gov/Archives/edgar/data/931336/0000950134-98-007037.txt,103.485,0,181,,,,,,,,,,,,,,,,,0000931336,,,,,,Alexey,,Pre2002collect,,,,1998,Manufacturing,5143,56.73,,1,1,103.485,0,1
727081,10/5/1998,Buttrey Food and Drug Stores,Albertsons Inc,https://www.sec.gov/Archives/edgar/data/3333/0000003333-98-000035.txt,0,0,142,,,,,,,,,,,,,,,,0000882256,0000003333,,,,,,Lincel,,Pre2002collect,,,,1998,Trade,5411,,,0,1,,,0
727323,5/15/1998,BKC Semiconductors Inc,Microsemi Corp,https://www.sec.gov/Archives/edgar/data/310568/0001017062-98-001726.txt,0,9.800000000000001,17.099,,,,,,,,,,,,,,,,,0000310568,,,,,,Alexey,,Pre2002collect,,,,1998,Manufacturing,3674,,,0,1,,,0
727766,6/11/1998,Digital Equipment Corp,Compaq Computer Corp,http://www.sec.gov/Archives/edgar/data/714154/0000714154-98-000021.txt,5266,0,9100,,596,,221,3234,,,,1215,,,,,,,,,,,,,,,,2014 sample,,0000028887,0000714154,1998,Manufacturing,3571,,,0,0,,,0
727834,4/13/1998,Handy & Harman,WHX Corp,https://www.sec.gov/Archives/edgar/data/106618/0000921895-98-000463.txt,0,0,603.6,,,,,,,,,,,,,,,,,,0000106618,,,,,Lincel,,Pre2002collect,,,,1998,Manufacturing,3312,34.88,,0,1,,,0
728843,7/22/1998,SA Telecommunications Inc,Equalnet Communications Corp,http://www.sec.gov/Archives/edgar/data/936163/0000899243-98-001869.txt,8.300000000000001,0,13.064,,,,,,,,,8.300000000000001,,,,,,,,,,,,,,,,2014 sample,,845414,0000936163,1998,Services,4813,63.83,,0,0,,,0
729465,4/7/1998,New Retail Concepts Inc,Candie's Inc,https://www.sec.gov/Archives/edgar/data/857737/000089155499001820/0000891554-99-001820.txt,5.554,2.11,5.6,,,,5.214,,,,,,,,,,,340000,.,.,.,.,.,.,.,,,2014 sample,,797659,0000857737,1998,Manufacturing,3149,,,0,0,,,0
729578,4/22/1998,House of Fabrics Inc,Fabri-Centers of America Inc,http://www.sec.gov/Archives/edgar/data/34151/0000950152-98-007607.txt,0,33.7,99.3,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,315125,0000034151,1998,Trade,5949,76.56,,0,0,,,0
729636,3/31/1998,Pacific Scientific Co,Danaher Corp,https://www.sec.gov/Archives/edgar/data/313616/0000313616-98-000010.txt,0,313.238,420,,,,,,,,,,,,,,,,,0000313616,,,,,,Alexey,,Pre2002collect,,,,1998,Manufacturing,3823,,,1,1,0,313.238,1
730570,6/9/1998,TresCom International Inc,Primus Telecom Group Inc,http://www.sec.gov/Archives/edgar/data/1006837/0000928385-98-001703.txt,50.404,50.404,138,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001003958,0001006837,1998,Services,4813,,,1,0,50.404,50.404,1
732868,12/7/1998,DeKalb Genetics Corp,Monsanto Co,https://www.sec.gov/Archives/edgar/data/67686/0001068800-99-000101.txt,150,0,2300,,150,,,,,,,,,,,,,,,0000067686,,,,,,Lincel,,Pre2002collect,,,,1998,Services,2879,,,0,1,,,0
733499,4/29/1998,Continental Circuits Corp,Hadco Corp,https://www.sec.gov/Archives/edgar/data/729533/0000950135-98-005109.txt,0,0,188,,,,,,,,,,,,,,,,,,0000729533,,,,,Lincel,,Pre2002collect,,,,1998,Manufacturing,3672,15.22,,0,1,,,0
733773,5/27/1998,Devon Group Inc,Applied Graphics Tech Inc,http://www.sec.gov/Archives/edgar/data/1006030/0000950123-98-007616.txt,0,310.373,451.73,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000040542,0001006030,1998,Services,7336,,,0,0,,,0
